,time,h_values,x_halley,vx_halley,y_halley,vy_halley,z_halley,vz_halley,x_jupiter,vx_jupiter,y_jupiter,vy_jupiter,z_jupiter,vz_jupiter,x_saturne,vx_saturne,y_saturne,vy_saturne,z_saturne,vz_saturne,x_terre,vx_terre,y_terre,vy_terre,z_terre,vz_terre
527,10585214.68264393,15659.519735045022,96490043623.8132,-10821.350185078165,678516160429.6216,-15210.327691118404,-118658322259.43877,6030.213672062649,-30057461172.816757,14700.007961426742,-787273475764.7567,-1194.0862240041101,39792615765.978935,956.2728366276111,1205876123000.4019,5503.896556597261,-812485788841.8501,8093.320220656814,139347348597.70215,-62.92434609966913,-120783810395.6157,114.4537752196101,7294642497.888623,-34282.191458769805,-14664430676.73582,2328.244497799744
528,10600862.672680816,15647.990036885607,96320706585.7509,-10821.945498196726,678278116592.5768,-15214.518052348134,-118563955804.60655,6030.94625580062,-29827434602.377224,14700.134628351581,-787292134756.3704,-1190.7557451566868,39807578196.5608,956.1044684375804,1205962241632.2922,5503.09304572851,-812359140412.2625,8093.861542405346,139346363231.72107,-63.01719370910801,-120780935385.32954,253.02802813414817,6758131242.6540365,-34290.252821263886,-14627866824.63436,2345.0480981895935
529,10616499.173082212,15636.50040139636,96151484582.00285,-10822.540026010816,678040182015.2898,-15218.708777697664,-118469647185.94243,6031.678577433742,-29597574958.14045,14700.260225159052,-787310727990.0244,-1187.4277677801945,39822527008.719666,955.9361674681322,1206048284471.107,5502.290068457967,-812232576514.4778,8094.402381762602,139345377137.9785,-63.109972380919224,-120775895481.29128,391.6258584369071,6221892671.571573,-34297.70030916276,-14591067372.195568,2361.8130146989006
530,10632124.211862752,15625.038780540726,95982377335.3085,-10823.133769031165,677802356361.927,-15222.899871607891,-118375396255.38182,6032.410637691554,-29367881847.882236,14700.384754287963,-787329255614.482,-1184.1022862024788,39837462234.15073,955.7679335675887,1206134251697.7646,5501.487623480945,-812106096941.6888,8094.942739878118,139344390317.9137,-63.202682281886844,-120768693509.87051,530.2443131041244,5685935593.365722,-34304.53396768709,-14554033245.830843,2378.538903895104
531,10647738.036194129,15613.824331376387,95813382196.22627,-10823.726736087936,677564635959.1211,-15227.091397394863,-118281201542.57243,6033.142447579064,-29138351657.57298,14700.508219894646,-787347718036.8286,-1180.7792481079312,39852384113.95678,955.5997642228403,1206220144698.592,5500.68569823593,-811979699712.8262,8095.482625478004,139343402759.08167,-63.29532487912771,-120759332186.06465,668.8823859227243,5150261274.775331,-34310.75394152615,-14516764849.631126,2395.2256574863677
532,10663340.512685254,15602.476491125666,95644500634.04361,-10824.31892155069,677327022925.8802,-15231.283316298517,-118187063872.70663,6033.87400027171,-28908986367.503746,14700.630623098496,-787366115212.6881,-1177.4586821745934,39867292525.47272,955.4316610179518,1206305962766.056,5499.88429970546,-811853385927.3125,8096.022034127122,139342414473.0665,-63.38789938172215,-120747814445.71965,807.535693970289,4614884014.461256,-34316.360228262354,-14479263493.546556,2411.8727610497504
533,10678931.847192673,15591.334507418194,95475730446.02113,-10824.910332666925,677089514214.9103,-15235.47568069289,-118092982024.1419,6034.605304850592,-28679782970.765656,14700.751967680324,-787384447497.7015,-1174.140544878962,39882187670.19412,955.2636218817884,1206391707058.586,5499.083417447068,-811727153938.1002,8096.560973118832,139341425449.9638,-63.480407011620436,-120734143028.13089,946.2028681652187,4079806448.8340626,-34321.35296912192,-14441529677.002525,2428.480063483273
534,10694512.001915226,15580.154722551913,95307072066.63184,-10825.500967432752,676852110488.7875,-15239.66847752961,-117998956245.19016,6035.336358976009,-28450742042.26137,14700.87225549452,-787402714959.4196,-1170.8248445525373,39897069516.7619,955.0956473674607,1206477377394.2378,5498.283053532516,-811601004070.6,8097.099441321499,139340435695.28082,-63.572847545066615,-120718320873.077,1084.8803750779648,3545039552.138331,-34325.732230198926,-14403564485.938084,2445.047154663275
535,10710081.102532929,15569.100617702172,95138524160.55887,-10826.090830040983,676614809918.6973,-15243.861737769625,-117904985797.49094,6036.067167980597,-28221861753.50748,14700.99148965026,-787420917856.6833,-1167.511554734088,39911938189.95518,954.9277362650162,1206562974489.908,5497.483201634952,-811474935326.4741,8097.637443252976,139339445204.12836,-63.66522172827401,-120700350791.4625,1223.5661365338601,3010588665.109474,-34329.4981406486,-14365368610.783175,2461.573799472979
536,10725639.228740575,15558.126207646632,94970085890.03929,-10826.67992293368,676377611374.9615,-15248.055480078336,-117811070219.92046,6036.797735045875,-27993140951.9261,14701.10967287606,-787439056393.0562,-1164.2006587484802,39926793770.56395,954.7598878587114,1206648498809.3093,5496.683857788305,-811348947079.4927,8098.174981839616,139338453974.50055,-63.75753003459994,-120680235637.16458,1362.2576672619894,2476460683.381781,-34332.65082229534,-14326942852.000315,2478.059714534951
537,10741186.379965067,15547.15122449167,94801757286.18791,-10827.26824551043,676140514950.8907,-15252.249701522534,-117717209535.74236,6037.528059587473,-27764579664.87058,14701.226807276882,-787457130677.7886,-1160.8921570012792,39941636262.70176,954.5921022978803,1206733950374.7424,5495.885022149664,-811223039353.3026,8098.712057233319,139337462009.48492,-63.84977246115607,-120657978390.23688,1500.951767415661,1942665235.6260087,-34335.19039370556,-14288288209.397774,2494.5045324087328
538,10756722.677280648,15536.297315581372,94633537062.92465,-10827.85580177127,675903518883.9578,-15256.44443202024,-117623403033.68457,6038.258146738335,-27536176131.247887,14701.342895861528,-787475140960.8818,-1157.5860240099478,39956465786.58589,954.4243784182099,1206819329876.9573,5495.086688624928,-811097211186.2823,8099.248673787214,139336469304.38873,-63.94194972679171,-120633581881.36554,1639.6463232538501,1409207751.305754,-34337.117007030254,-14249405381.717663,2510.9080153571836
539,10772248.104472335,15525.42719168812,94465425420.49733,-10828.442590519082,675666623504.7843,-15260.63966447767,-117529650831.21025,6038.9879951845305,-27307930608.19388,14701.457940594226,-787493087332.1921,-1154.2822635065465,39971282331.3434,954.2567165363372,1206904637251.996,5494.288858173494,-810971462728.546,8099.784831110926,139335475863.2636,-64.03406173580534,-120607049167.85065,1778.3379970410151,876098351.0329323,-34338.43080724529,-14210295411.048817,2527.2697815442166
540,10787762.809917621,15514.705445285417,94297420776.79927,-10829.028616774642,675429826631.8457,-15264.835436311158,-117435952051.73862,6039.717611352574,-27079840933.017365,14701.571944646113,-787510970071.1598,-1150.9808441974153,39986086043.148285,954.08911519061,1206989873340.1257,5493.491523295808,-810845792796.9729,8100.320534497058,139334481679.61038,-64.1261093690134,-120578383049.95844,1917.02492242295,343341481.1186922,-34339.13196688133,-14170958926.179298,2543.5896236353137
541,10803266.757693753,15503.947776131732,94129523545.26088,-10829.613878591204,675193128895.2719,-15269.031735159579,-117342306931.5126,6040.446993007155,-26851907652.41787,14701.684909812991,-787528789243.6759,-1147.6817740062345,40000876892.267296,953.9215749090198,1207075037968.8208,5492.694685962657,-810720201701.0968,8100.855782872759,139333486758.7085,-64.21809241378014,-120547586673.87318,2055.7035874946173,-189052106.2108463,-34339.22065843975,-14131397022.27506,2559.867141217216
542,10818760.087516267,15493.329822514577,93961732237.18365,-10830.198380650669,674956528243.29,-15273.228596220855,-117248714645.81908,6041.176146177722,-26624128730.84729,14701.796839161567,-787546545117.0322,-1144.3850234815952,40015655016.50721,953.7540943209593,1207160131930.244,5491.898339117218,-810594688327.5968,8101.390581228057,139332491094.55325,-64.31001169950802,-120514662869.5148,2194.3720522093713,-721077712.5236676,-34338.69707149529,-14091610348.627312,2576.1021194597374
543,10834242.877714774,15482.79019850735,93794046028.38487,-10830.782125309446,674720023559.6589,-15277.426038162384,-117155174740.42635,6041.9050740127,-26396503035.12037,14701.907735284802,-787564237886.5609,-1141.0905762342818,40030420495.044624,953.5866727175639,1207245155679.0225,5491.1024788560835,-810469252060.1802,8101.9249324314615,139331494685.03995,-64.4018676913877,-120479614581.61172,2333.027829889247,-1252728553.885235,-34337.56140004601,-14051599708.816147,2592.2942796936886
544,10849715.070567125,15472.192852352742,93626465568.11041,-10831.36510979304,674483615805.9716,-15281.62404278599,-117061687582.98643,6042.633773256894,-26169031432.188335,14702.017599793044,-787581867591.6936,-1137.7984448231412,40045173277.28956,953.4193108605937,1207330108922.5547,5490.307108268797,-810343893384.7239,8102.458834655303,139330497536.80746,-64.49366004744265,-120442445096.68097,2471.667216358481,-1783993197.1412754,-34335.81386454154,-14011366260.451014,2608.4432021837642
545,10865176.939785741,15461.869218615562,93458987915.64413,-10831.947343810161,674247300878.5978,-15285.822681873755,-116968251538.34158,6043.362256269218,-25941709916.17083,14702.126436632274,-787599434648.5682,-1134.508571284706,40059913628.63158,953.2520059255871,1207414993187.8235,5489.51221340596,-810218610101.5997,8102.992297507274,139329499635.1081,-64.58539039199869,-120403156916.92441,2610.289479031765,-2314871611.7767167,-34333.4546582381,-13970910299.182226,2624.548814022945
546,10880628.379803127,15451.440017384852,93291614238.17885,-10832.528822776127,674011080468.5659,-15290.021924326358,-116874867262.93987,6044.090517547838,-25714540057.26747,14702.234247044898,-787616939040.6047,-1131.220978356645,40074641452.791466,953.0847591900475,1207499807919.1672,5488.71779981498,-810093403084.0834,8103.525317506299,139328500989.62244,-64.67705809921209,-120361753484.06479,2748.890487986011,-2845350766.4858074,-34330.48403220188,-13930233108.740921,2640.610647589186
547,10896069.491119508,15441.111316380357,93124343470.78462,-10833.10954986487,673774953117.0889,-15294.221795016898,-116781534167.89621,6044.818561301145,-25487520395.982784,14702.341033716784,-787634380984.9756,-1127.935644929693,40089356849.92647,952.9175697012317,1207584553692.1313,5487.923862448877,-809968271535.6744,8104.057898280431,139327501596.72107,-64.76866376577205,-120318237751.88974,2887.467961804381,-3375424727.7735844,-34326.90222314766,-13889335436.34643,2656.628451181457
548,10911500.397734057,15430.906614549991,92957174293.70374,-10833.689529124884,673538917004.2512,-15298.42232530181,-116688251521.97026,6045.546392852882,-25260649127.223904,14702.446799468047,-787651760723.8945,-1124.652544894997,40104059942.51554,952.7504362502527,1207669231210.8704,5487.130395050759,-809843214469.1932,8104.590044265794,139326501451.21173,-64.86020812775887,-120272612595.78484,3026.019832623139,-3905088390.336624,-34322.7094657529,-13848217964.097492,2672.601998017901
549,10926921.056977116,15420.659243058586,92790107192.61224,-10834.26875833556,673302972858.5809,-15302.623501217044,-116595019601.28755,6046.27400966955,-25033926896.24103,14702.551545959981,-787669078310.9845,-1121.371687603811,40118750694.18911,952.5833594323977,1207753840264.7312,5486.337399932975,-809718232248.0511,8105.121754149413,139325500558.6802,-64.95169093247561,-120224881398.13457,3164.5425379286353,-4434330950.034288,-34317.90605097541,-13806881818.379435,2688.5308897456807
550,10942331.499965196,15410.442988081533,92623141853.80962,-10834.8472380503,673067120279.9473,-15306.825328881943,-116501838235.91417,6047.001412697929,-24807353263.388107,14702.655275357482,-787686333882.8636,-1118.0930667070425,40133429138.88159,952.4163390435602,1207838381047.941,5485.544875613583,-809593324637.6497,8105.653029162725,139324498919.92676,-65.04311236496689,-120175047369.39542,3303.0331787053296,-4963144158.562874,-34312.492269948285,-13765327932.828619,2704.4148058737533
551,10957731.85681965,15400.35685445412,92456276890.75034,-10835.42497253351,672831357351.8867,-15311.027841466086,-116408706657.07275,6047.728607562527,-24580926333.300735,14702.757990473785,-787703527686.0498,-1114.816654791566,40148095404.784225,952.2493738054853,1207922854297.6323,5484.752815517968,-809468490600.7567,8106.183873948811,139323496529.28973,-65.13447319760664,-120123113410.0656,3441.489747782336,-5491523186.964864,-34306.468388926354,-13723556973.83078,2720.2535288736935
552,10973122.24155596,15390.384736311124,92289511091.09822,-10836.001965434565,672595682402.4696,-15315.231067849416,-116315624193.02464,6048.455599135732,-24354644447.302723,14702.859693982951,-787720659947.3899,-1111.5424278712649,40162749604.66757,952.0824626126291,1208007260662.1897,5483.961213898001,-809343729230.4142,8106.71429259285,139322493382.10858,-65.22577410720126,-120069082454.113,3579.9100961179797,-6019462674.184432,-34299.8346814458,-13681569647.627293,2736.04682506266
553,10988502.637255479,15380.39569951694,92122844661.11934,-10836.578215488822,672360095763.7415,-15319.435001205522,-116222590963.74579,6049.18238610929,-24128507871.73112,14702.960387676609,-787737730747.0654,-1108.27038981515,40177391726.588196,951.9156057783815,1208091600071.6902,5483.170071739101,-809219040680.9219,8107.244284665998,139321489482.23157,-65.31701499380237,-120012957906.98546,3718.2908991372833,-6546952789.404883,-34292.591487873025,-13639367017.588406,2751.7943273419646
554,11003873.169028556,15370.531773078079,91956276267.91602,-10837.153726750423,672124595591.6863,-15323.639673556152,-116129606230.00046,6049.908973888673,-23902514784.609253,14703.060074266092,-787754740322.36,-1105.0005142759585,40192021893.79026,951.7488020746426,1208175873234.9092,5482.379382720334,-809094423955.061,8107.773854632723,139320484824.2214,-65.40819660001408,-119954742683.3587,3856.630111876829,-7073988595.270564,-34284.73909662621,-13596949759.08265,2767.4958152454074
555,11019234.075278021,15360.906249466176,91789803350.45726,-10837.728507500251,671889178303.7092,-15327.84514805941,-116036668566.69969,6050.635373246236,-23676661698.0944,14703.1587571552,-787771689033.6786,-1101.7327508062685,40206640337.24193,951.5820490413414,1208260081481.2375,5481.589134690321,-808969877136.7235,8108.303010857164,139319479395.17288,-65.49932034048786,-119894439223.57222,3994.926712393865,-7600569057.304718,-34276.27773219602,-13554318228.291746,2783.1511840239295
556,11034585.23482341,15351.159545388677,91623427244.4251,-10838.302552555026,671653845826.4087,-15332.051389515116,-115943778724.03235,6051.361577956979,-23450950411.237427,14703.256437411117,-787788576843.2617,-1098.4671254539605,40221246945.639725,951.4153481203275,1208344224168.4973,5480.799333995027,-808845401225.0824,8108.831749314158,139318473205.67737,-65.59038549674302,-119832051369.703,4133.176443904094,-8126680834.182274,-34267.20782130166,-13511473776.854685,2798.7599630310424
557,11049926.605050992,15341.370227582096,91457148434.19325,-10838.87585967913,671418598883.5562,-15336.258384163388,-115850936977.04852,6052.087585505967,-23225381567.884514,14703.353116622246,-787805403800.9215,-1095.203647550534,40235841682.49792,951.2486999014153,1208428301085.429,5480.009982939439,-808720996582.4268,8109.360068686493,139317466261.20828,-65.68139181638882,-119767582742.503,4271.375757713638,-8652313303.921387,-34257.52977962472,-13468417546.825274,2814.3217639570644
558,11065258.4489204,15331.843869409233,91290964091.97469,-10839.44843805009,671183433512.0565,-15340.466202099835,-115758141751.34543,6052.813407843791,-22999951318.858116,14703.448798283895,-787822170290.6359,-1091.9422614244506,40250424801.984955,951.082101653923,1208512313695.1995,5479.221068104933,-808596661092.9553,8109.887978178549,139316458547.15457,-65.77234085971058,-119701035685.93077,4409.523860173899,-9177466335.23395,-34247.24383926239,-13425149822.091158,2829.836509352894
559,11080580.786511382,15322.337590981653,91124874022.1919,-10840.020287759007,670948349471.3552,-15344.674846910943,-115665392942.0418,6053.539045434544,-22774659386.0182,14703.54348433245,-787838876428.4764,-1088.6829630710022,40264996327.13623,950.9155532837952,1208596262129.5344,5478.4325885679855,-808472394610.1543,8110.415478628067,139315450064.80472,-65.86323274619023,-119632413550.1452,4547.617772411893,-9702131494.404985,-34236.35038842089,-13381671565.199757,2845.303875912218
560,11095893.561686818,15312.77517543534,90958878855.44661,-10840.59140605408,670713347690.4565,-15348.884301235943,-115572690905.63728,6054.264495131966,-22549506611.82609,14703.637176234264,-787855522247.4697,-1085.4257646964052,40279556208.51113,950.7490555254012,1208680146102.5964,5477.644547327179,-808348197605.6442,8110.942568248989,139314440820.46503,-65.95406714319716,-119561720078.2083,4685.653830358638,-10226297761.980167,-34224.849891537175,-13337983959.394123,2860.7234650801693
561,11111196.742168747,15303.180481929305,90792978963.79695,-10841.16179107879,670478428733.0514,-15353.094554225676,-115480035854.32964,6054.989754916594,-22324493487.889267,14703.729875612074,-787872107807.1373,-1082.1706734295167,40294104419.38699,950.5826088541995,1208763965459.387,5476.856946153796,-808224070357.6168,8111.469246077463,139313430818.8848,-66.04484385964425,-119488958975.79901,4823.628586659455,-10749954961.4338,-34212.74282337822,-13294088126.614506,2876.0949044270465
562,11126490.707307965,15293.965139217205,90627170256.59517,-10841.73145630776,670243586841.9188,-15357.305708384265,-115387425507.70593,6055.7148422853525,-22099614453.25502,14703.821586551161,-787888633611.4783,-1078.9176088436288,40308641324.28171,950.4162092666834,1208847722299.1064,5476.069765632221,-808100009805.1876,8111.995525313673,139312420037.6001,-66.13556514615766,-119414131970.63963,4961.5423080942655,-11273107020.023815,-34200.0293341334,-13249984004.401237,2891.418235395977
563,11141775.660559438,15284.953251472782,90461450549.4344,-10842.30040863373,670008818955.5272,-15361.517818060416,-115294858649.55782,6056.439766417314,-21874866533.1334,14703.912312004537,-787905099970.2964,-1075.666527929574,40323167120.316216,950.2498546686128,1208931417756.671,5475.282995395707,-807976014313.6184,8112.521413098328,139311408465.65668,-66.2262322099187,-119337241524.62598,5099.393679082153,-11795751856.340319,-34186.70969054828,-13205672022.156727,2906.693321637722
564,11157051.068067033,15275.407507595553,90295825652.00323,-10842.868627512362,669774133338.2914,-15365.730734350023,-115202338529.10416,6057.164501517537,-21650257594.031307,14704.002050565581,-787921506399.9941,-1072.4175445002086,40337681303.96948,950.0835509911891,1209015048929.9395,5474.496663030434,-807852088229.5697,8113.046891206003,139310396140.92114,-66.31684188455502,-119258293895.3318,5237.174736154485,-12317862205.429342,-34172.78483424031,-13161154755.093124,2921.9192923580254
565,11172317.456382563,15266.388315530792,90130289876.72755,-10843.436131858822,669539521965.2638,-15369.944600679468,-115109861973.28004,6057.8890720919835,-21425779910.257687,14704.09080708939,-787937853557.6151,-1069.1705468224905,40352184379.375946,949.9172926226829,1209098618722.806,5473.710741537764,-807728227297.1146,8113.571977892424,139309383031.03308,-66.4073972937838,-119177289981.14862,5374.887082202229,-12839447078.370771,-34158.254782679236,-13116431700.171438,2937.096336807858
566,11187574.607679212,15257.151296650029,89964845606.87244,-10844.002912893258,669304988246.8687,-15374.159355228105,-115017430317.39929,6058.613467333834,-21201436701.357056,14704.17858204207,-787954141299.86,-1065.9255814877445,40366676143.34599,949.7510820544435,1209182125963.5706,5472.925242236496,-807604433299.1672,8114.096665805119,139308369152.93942,-66.4978971458559,-119094234539.9157,5512.525608636067,-13360490064.514725,-34143.12024266853,-13071504523.727562,2952.223903308186
567,11202822.601477794,15247.993798582738,89799492001.58049,-10844.568972893088,669070531024.5305,-15378.375018216562,-114925043095.67963,6059.337690546432,-20977226814.618454,14704.265377625214,-787970369802.1915,-1062.6826318426965,40381156675.19218,949.5849185398681,1209265571108.3362,5472.140161138182,-807480705606.2224,8114.620957819492,139307354503.86453,-66.58834191280405,-119009130815.30498,5650.087891554775,-13880984938.56216,-34127.381663751556,-13026374026.697016,2967.3017378106083
568,11218062.05352134,15239.452043545698,89634222404.40274,-10845.134334014749,668836140889.8967,-15382.59175836529,-114832696592.57109,6060.0617705207305,-20753141212.449974,14704.351199023518,-787986539807.0853,-1059.4415671937718,40395626563.27417,949.4187954849135,1209348957546.8079,5471.355466641619,-807357039237.0742,8115.14487524256,139306339045.24786,-66.678735247255,-118921978949.59123,5787.576347631702,-14400943786.139208,-34111.038917446334,-12981039409.722961,2982.3301151942924
569,11233292.381422488,15230.327901147368,89469043152.05159,-10845.698973949677,668601826859.6821,-15386.809413019238,-114740394352.35472,6060.785679131453,-20529188474.829132,14704.43604463297,-788002650783.5195,-1056.2025116625452,40410085258.21459,949.2527193537535,1209432282112.292,5470.571188836121,-807233438932.8434,8115.6683981872,139305322818.30295,-66.76907369505321,-118832785891.16275,5924.982586850096,-14920337826.99811,-34094.09315393225,-12935503431.388868,2997.3081286995784
570,11248513.70866963,15221.327247143343,89303952926.43225,-10846.262896590992,668367587096.3231,-15391.028014706564,-114648135642.32803,6061.509421781938,-20305366802.315098,14704.519916858018,-788018702951.2318,-1052.9654392439343,40424532880.960815,949.0866889177314,1209515545500.9023,5469.787321466641,-807109903706.8348,8116.191531036538,139304305817.25787,-66.85935798900077,-118741554674.86372,6062.304590237455,-15439162398.676634,-34076.54480969257,-12889766762.60148,3012.2355709075578
571,11263726.266229412,15212.557559779878,89138949243.36449,-10846.826109797752,668133418105.5687,-15395.24762588676,-114555919077.87541,6062.233008996859,-20081672814.948204,14704.602818654605,-788034696641.134,-1049.730301077423,40438969654.36706,948.9207017734564,1209598748996.1555,5469.0038527408515,-806986431699.712,8116.714281864024,139303288029.09906,-66.94958949936978,-118648287646.77795,6199.541311292803,-15957416515.781475,-34058.3941914826,-12843829745.169027,3027.1123397423944
572,11278930.005363164,15203.739133752972,88974032652.21161,-10847.38861106129,667899320696.6321,-15399.468231545297,-114463744969.55653,6062.956438005039,-19858107245.619244,14704.684751422867,-788050631888.3904,-1046.4971077862592,40453395535.76304,948.7547585675915,1209681892351.3442,5468.220785269812,-806863023322.0775,8117.236649128827,139302269459.4795,-67.03976793737036,-118552988843.93587,6336.689183009482,-16475089679.869621,-34039.64194001298,-12797693561.646715,3041.9380599402193
573,11294125.04397085,15195.038607684279,88809201894.751,-10847.950404037256,667665293112.7488,-15403.689862935304,-114371612617.63159,6063.679713964983,-19634668376.80216,14704.765717456678,-788066508902.5967,-1043.2658345556401,40467810640.58296,948.5888581276853,1209764976230.9915,5467.438113081597,-806739677631.8914,8117.758637015105,139301250102.88193,-67.12989400260182,-118455661296.52415,6473.746144598521,-16992177090.16587,-34020.288508759724,-12751358891.734032,3056.712520323077
574,11309311.571846593,15186.527875743554,88644454932.54253,-10848.511495025105,667431332487.4731,-15407.91257141133,-114279520886.0273,6064.402845466961,-19411353433.689533,14704.845719396992,-788082327966.5505,-1040.0364412836122,40482215152.369484,948.4229984942261,1209848001692.263,5466.655826499031,-806616393103.1985,8118.280252173638,139300229948.9125,-67.21996882106163,-118356307539.89388,6610.710786391194,-17508676406.17764,-34000.334256789094,-12704826190.945961,3071.4355797358767
575,11324489.353461312,15177.781614718602,88479794341.075,-10849.07187460738,667197442506.3411,-15412.136290087541,-114187471217.76308,6065.125820850535,-19188165895.70958,14704.924757635928,-788098088919.5743,-1036.8089783118671,40496608851.22419,948.2571823523294,1209930967466.9587,5465.87393775363,-806493171662.7509,8118.801486645832,139299209015.73618,-67.30999099605333,-118254932920.3262,6747.577865921331,-18024570844.550865,-33979.78011761544,-12658097219.827694,3086.1066860995247
576,11339659.259898175,15169.906436862719,88315210690.02235,-10849.631574205887,666963609798.9818,-15416.361260188423,-114095458343.99988,6065.8486811794,-18965092969.578712,14705.002838284025,-788113792747.7612,-1033.58326066981,40510992566.57505,948.0914002948741,1210013878335.345,5465.092402066827,-806370006252.8381,8119.322370472455,139298187247.01566,-67.39996569436482,-118151535339.53836,6884.352121943371,-18539881245.63078,-33958.62551769029,-12611170324.992428,3100.7263566970596
577,11354820.476263901,15161.216365727129,88150712840.26859,-10850.190563013492,666729846979.0961,-15420.587253590187,-114003487221.47974,6066.571387194932,-18742146654.112797,14705.079958715385,-788129438688.763,-1030.3594618948348,40525365529.0928,947.9256613362912,1210096729862.2573,5464.311261516176,-806246903503.7882,8119.842875798384,139297164699.88535,-67.48988808299165,-118046124104.90714,7021.023094081372,-19054571183.073074,-33936.872216533564,-12564049058.092573,3115.2934829923133
578,11369973.306074355,15152.829810453584,87986297518.93643,-10850.748851499451,666496149422.9528,-15424.81435354805,-113911556023.58641,6067.29395292348,-18519322501.94968,14705.156122087787,-788145027139.4564,-1027.1375177032369,40539728029.97247,947.759962270113,1210179523725.5317,5463.530500561644,-806123860965.7261,8120.363013173317,139296141356.18967,-67.57975996238636,-117938701008.81256,7157.590409862288,-19568642256.732903,-33914.52045312741,-12516733521.406712,3129.808037418698
579,11385118.146505542,15144.840431187304,87821960436.12898,-10851.30645354918,666262511056.65,-15429.042669749135,-113819662354.4981,6068.016396880463,-18296614688.29193,14705.231331947174,-788160558588.6631,-1023.9173439015044,40554080448.9604,947.594298860933,1210262262113.69,5462.750098832516,-806000875427.5306,8120.882796354734,139295117191.32468,-67.6695836884366,-117829267039.10117,7294.054542001828,-20082099239.138493,-33891.57029412819,-12469223508.588959,3144.2700799419754
580,11400254.827731127,15136.6812255849,87657703454.08995,-10851.863362153354,666028934550.3147,-15433.272153742408,-113727807258.23755,6068.738710546266,-18074025726.11883,14705.305588978406,-788176032941.3102,-1020.6989768573587,40568422628.34615,947.4286730729254,1210344944117.0566,5461.970065172637,-805877948282.0989,8121.402219636187,139294092218.96225,-67.75935825411642,-117717827224.38367,7430.410856159708,-20594927687.602886,-33868.02265606083,-12421520584.863977,3158.6791286888797
581,11415382.966138953,15128.138407826538,87493530755.52942,-10852.41956246328,665795425877.3108,-15437.502697109561,-113635993076.88614,6069.460875182096,-17851561272.215225,14705.378892877003,-788191449886.9479,-1017.482498387779,40582754208.02112,947.2630892128082,1210427567658.9536,5461.190419446188,-805755082659.0214,8121.921269980278,139293066467.33923,-67.849081384505,-117604388347.90105,7566.652798149396,-21107105964.805374,-33843.87884868477,-12373627007.130604,3173.03450307772
582,11430503.141236994,15120.175098041022,87329436071.28545,-10852.975075042905,665561976145.2957,-15441.734460742082,-113544216307.32101,6070.182918023292,-17629212820.314255,14705.45124800988,-788206810096.8805,-1014.267785533719,40597075740.30011,947.0975410457335,1210510135922.9229,5460.4111318821,-805632273865.7885,8122.4399673949365,139292039899.39563,-67.93875651683585,-117488950027.2385,7702.78249167558,-21618645068.481163,-33819.13866862407,-12325541987.925797,3187.3364385558675
583,11445615.37439054,15112.233153546005,87165419188.72104,-10853.52989991167,665328585073.2161,-15445.967449655082,-113452476833.17992,6070.904839676826,-17406980071.714653,14705.52265598311,-788222113670.6074,-1011.0548340092066,40611387248.591705,946.9320284427073,1210592649043.4387,5459.632201470557,-805509521742.4474,8122.958312733154,139291012515.83197,-68.02838377802257,-117371515983.60272,7838.797035380769,-22129537102.728226,-33793.80278643056,-12277266497.018568,3201.5846399767524
584,11460719.867632693,15104.493242151973,87001477934.16335,-10854.084043712763,665095249588.3467,-15450.201719547324,-113360773441.09474,6071.626649386028,-17184860070.836433,14705.593119234245,-788237360889.4003,-1007.8436011177589,40625688927.34132,946.7665492947012,1210675108141.1409,5458.853617888279,-805386824661.3402,8123.4763130428555,139289984305.03326,-68.11796436646337,-117252088529.7948,7974.695156770214,-22639780295.263874,-33767.87157571507,-12228800925.444647,3215.778983262346
585,11475816.53175478,15096.66412208826,86837613294.81126,-10854.637502394828,664861971115.5608,-15454.4372445547,-113269106685.63899,6072.348342482417,-16962854144.901453,14705.662638819116,-788252551739.3071,-1004.6341060818731,40639980695.1716,946.6011046820544,1210757512746.413,5458.07538582312,-805264183360.4268,8123.9939653819865,139288955275.17584,-68.20749775326537,-117130672274.83371,8110.472965765338,-23149363050.75529,-33741.34591542658,-12180146596.93676,3229.9190713283297
586,11490905.498842072,15088.96708729152,86673823855.86916,-10855.190280020084,664628747660.3748,-15458.674060890475,-113177475777.7136,6073.069924875642,-16740960366.822884,14705.731216813367,-788267686429.0945,-1001.4263210765062,40654262680.20549,946.435693259921,1210839863597.5774,5457.297498555268,-805141596779.9366,8124.51127439657,139287925419.3532,-68.2969847219616,-117007270095.1511,8246.12856667422,-23658281269.138977,-33714.22631696014,-12131304125.84019,3244.0047162788483
587,11505986.341799367,15080.842957295876,86510114272.56432,-10855.74236017375,664395585872.6672,-15462.912047681813,-113085883324.18721,6073.791375728653,-16519185032.629162,14705.798852769107,-788282764607.6128,-998.2203371509124,40668534481.34341,946.2703198143657,1210922158381.3584,5456.519978193554,-805019068403.1733,8125.028225563315,139286894768.85083,-68.38642273981517,-116881889526.03185,8381.655041959388,-24166512024.307777,-33686.51432947132,-12082275944.31498,3258.0352110638933
